iter	Logloss
0	0.6055253686
1	0.5282172829
2	0.45880176
3	0.4154745701
4	0.3691887356
5	0.3231376839
6	0.2892569591
7	0.2562428301
8	0.2212379353
9	0.1935302968
10	0.1688761864
11	0.1525624375
12	0.1395795959
13	0.1248097005
14	0.1116017177
15	0.1002028765
16	0.09210564714
17	0.08387145393
18	0.07710827106
19	0.07087403747
20	0.06500048029
21	0.05948048058
22	0.05545593988
23	0.05166438094
24	0.04832029916
25	0.04570007685
26	0.04330126597
27	0.04101554763
28	0.03897112758
29	0.03714991796
30	0.03553593237
31	0.03422144247
32	0.0327344862
33	0.0313232731
34	0.03002255083
35	0.02867005411
36	0.02766840677
37	0.02652720562
38	0.02544796364
39	0.02462547511
40	0.02376908902
41	0.02297720314
42	0.02226275568
43	0.02167290697
44	0.02116919498
45	0.02042023412
46	0.01992282576
47	0.01936613157
48	0.01895758384
49	0.01847749438
50	0.01802602721
51	0.01750676769
52	0.01713972126
53	0.01669448436
54	0.01634574731
55	0.01600393621
56	0.01572077444
57	0.01542440277
58	0.01513525873
59	0.01479859572
60	0.01454717247
61	0.01427436408
62	0.01405532944
63	0.01376356641
64	0.01352435135
65	0.01331057021
66	0.01318185638
67	0.01302440415
68	0.0127820481
69	0.01260225598
70	0.01239513777
71	0.01220824678
72	0.01209963503
73	0.0119124085
74	0.01176134661
75	0.01156223357
76	0.01138315565
77	0.01128533133
78	0.01110623267
79	0.01099772902
80	0.01083968111
81	0.0107504715
82	0.01060174101
83	0.01048035612
84	0.01040512498
85	0.01027000139
86	0.01015586585
87	0.01007979045
88	0.00992088172
89	0.00979311063
90	0.00969312977
91	0.009626703354
92	0.009541331103
93	0.009449238341
94	0.009406415938
95	0.009296962345
96	0.009209847729
97	0.009160196138
98	0.009142738308
99	0.009083324054
100	0.008980281987
101	0.008912583855
102	0.008807707628
103	0.00879607626
104	0.008694019134
105	0.008630067837
106	0.008554837801
107	0.008494485568
108	0.008407608469
109	0.008324222738
110	0.008248139305
111	0.008181468118
112	0.008073229198
113	0.00801500216
114	0.007950524687
115	0.007895892369
116	0.007813945059
117	0.007744466451
118	0.00770701154
119	0.007671716903
120	0.007665974859
121	0.007630124663
122	0.00759212579
123	0.007508655314
124	0.007477510258
125	0.007412918248
126	0.007362585004
127	0.00729124855
128	0.007237169988
129	0.007199295119
130	0.007182129104
131	0.007159847949
132	0.007105310539
133	0.007098091513
134	0.007037065618
135	0.006981729437
136	0.006946741531
137	0.006913227984
138	0.006888489536
139	0.006888013273
140	0.006850996473
141	0.006800179754
142	0.006777380045
143	0.006709501152
144	0.006672940987
145	0.006652671802
146	0.006582073511
147	0.006562017009
148	0.006556562518
149	0.006494430137
150	0.006490388577
151	0.006436537983
152	0.006360781033
153	0.006305972626
154	0.00625363651
155	0.006204928349
156	0.006141550355
157	0.006121048406
158	0.006079933618
159	0.006053525912
160	0.006031130138
161	0.006002093763
162	0.005943442137
163	0.005913032663
164	0.005860743919
165	0.005838458749
166	0.005813969087
167	0.005772088926
168	0.005737250513
169	0.005693833866
170	0.005679933998
171	0.005659268582
172	0.005606804242
173	0.005597063339
174	0.005559506306
175	0.005533941262
176	0.005496638343
177	0.005441358262
178	0.005415409117
179	0.0053763775
180	0.005364643253
181	0.005339490871
182	0.005303703456
183	0.005260009153
184	0.005242742657
185	0.005218407836
186	0.005196691195
187	0.005162505093
188	0.00515601585
189	0.005120503509
190	0.005099954926
191	0.00508523768
192	0.0050323123
193	0.005015585975
194	0.005005943648
195	0.004960316118
196	0.004922984924
197	0.004888344483
198	0.004857620942
199	0.004843224791
200	0.004820048707
201	0.004812286047
202	0.004785990154
203	0.004754248047
204	0.004720087804
205	0.004695935301
206	0.004659444637
207	0.004656986053
208	0.004636270621
209	0.004628694664
210	0.004586686236
211	0.004584200545
212	0.004564990924
213	0.004546162741
214	0.004541038463
215	0.004512026512
216	0.004498077529
217	0.004483929693
218	0.004467801443
219	0.004444867997
220	0.004423393421
221	0.004395645359
222	0.004358028784
223	0.004334253333
224	0.004321856817
225	0.004305961022
226	0.004275733825
227	0.004253911128
228	0.004245219545
229	0.004224164681
230	0.004219807989
231	0.00418796284
232	0.004187687069
233	0.004157488803
234	0.004131060505
235	0.004123397876
236	0.004119180104
237	0.004100585873
238	0.004063692135
239	0.004039425115
240	0.00403900821
241	0.004022721062
242	0.004002544654
243	0.004000247529
244	0.003987345941
245	0.003970809309
246	0.003950911562
247	0.003945178287
248	0.003939724001
249	0.003931252192
250	0.00391175551
251	0.003887894699
252	0.00386003716
253	0.003849905826
254	0.00383246365
255	0.003824104473
256	0.003819156795
257	0.003805362121
258	0.003785824235
259	0.00376652532
260	0.003763743511
261	0.003743316513
262	0.003736352257
263	0.003719053919
264	0.003687014363
265	0.003661677697
266	0.003658973953
267	0.003643755386
268	0.003625011538
269	0.003619530616
270	0.003609363075
271	0.003600683377
272	0.003599657702
273	0.003579635664
274	0.003563805621
275	0.003560224711
276	0.003553334504
277	0.003547335888
278	0.003542353993
279	0.003525068257
280	0.003515677073
281	0.003510159084
282	0.003476573045
283	0.00346247043
284	0.00344519584
285	0.003419513799
286	0.003418894907
287	0.003414571736
288	0.003400718481
289	0.003383750008
290	0.00338336937
291	0.003377663225
292	0.003363098587
293	0.003352363583
294	0.003346619716
295	0.003343282655
296	0.003339407103
297	0.003336243488
298	0.003323336675
299	0.003295058379
300	0.003287108361
301	0.003279932896
302	0.003277937544
303	0.003265645423
304	0.003263029396
305	0.003250618373
306	0.00324017961
307	0.003223640007
308	0.003210726351
309	0.003193147263
310	0.003191378363
311	0.003191379654
312	0.003180692843
313	0.003169508909
314	0.003141819898
315	0.003120945999
316	0.003114293658
317	0.003101286855
318	0.003098948361
319	0.00307760871
320	0.003065037109
321	0.00305405504
322	0.003053307882
323	0.00304683671
324	0.003038659195
325	0.003014628565
326	0.00300104932
327	0.002992149377
328	0.002983937767
329	0.002976977792
330	0.002970314509
331	0.002965274178
332	0.002953888297
333	0.002946436876
334	0.002926985764
335	0.002926376318
336	0.002917659594
337	0.002911374121
338	0.002897109658
339	0.002882952992
340	0.002871998051
341	0.002852186873
342	0.002846202876
343	0.002840739851
344	0.002834021676
345	0.002823029752
346	0.002820831756
347	0.002817132724
348	0.002812028433
349	0.00279949022
350	0.002787250082
351	0.00277963296
352	0.002778687082
353	0.002772898127
354	0.002760417777
355	0.002746318964
356	0.00274494483
357	0.002740880608
358	0.002730440585
359	0.002724042911
360	0.002718608418
361	0.002709748041
362	0.002698126324
363	0.002687464786
364	0.002682441256
365	0.002676690248
366	0.002675914639
367	0.002664200288
368	0.002658172402
369	0.002657403258
370	0.002641200804
371	0.002623554428
372	0.002609931365
373	0.00260202036
374	0.002585737094
375	0.002582471942
376	0.0025800925
377	0.002579349992
378	0.002578974733
379	0.002570085138
380	0.002565819144
381	0.002564420228
382	0.002559866209
383	0.002557597842
384	0.002549618544
385	0.00253163251
386	0.002531632848
387	0.002529427445
388	0.002517889428
389	0.002517653561
390	0.002508616818
391	0.002498004845
392	0.002484338672
393	0.002477673197
394	0.002474243143
395	0.002465805572
396	0.002463768718
397	0.00245241472
398	0.002448200094
399	0.002431425566
400	0.002419367264
401	0.002412800651
402	0.00240068967
403	0.002386862591
404	0.002383768815
405	0.00237634318
406	0.002369600582
407	0.002361310885
408	0.002360848831
409	0.00236037771
410	0.002359267751
411	0.002354441414
412	0.002348247653
413	0.002343782868
414	0.002337495571
415	0.002337255647
416	0.002334668479
417	0.002327374799
418	0.002312892018
419	0.002304122543
420	0.00230411529
421	0.00230255262
422	0.002301360834
423	0.002292617556
424	0.002291497075
425	0.002281273803
426	0.00227541008
427	0.00226826869
428	0.00225906721
429	0.002253752439
430	0.002241155451
431	0.002240564609
432	0.002235772449
433	0.002235771967
434	0.002234269537
435	0.00223426676
436	0.002231736186
437	0.002217004208
438	0.00221700011
439	0.002210409115
440	0.002203519974
441	0.002203521777
442	0.002199139237
443	0.002190418559
444	0.002185612763
445	0.002180245466
446	0.0021787206
447	0.002171952624
448	0.002163038585
449	0.002154590769
450	0.002147172378
451	0.002138578931
452	0.002134770759
453	0.002129326216
454	0.00212305105
455	0.002122698401
456	0.002115547534
457	0.00211554611
458	0.002109746336
459	0.002108655043
460	0.002108651283
461	0.002102174661
462	0.002100801736
463	0.002100800763
464	0.002095143854
465	0.002085430008
466	0.002077865228
467	0.002072072543
468	0.002067791561
469	0.002057568525
470	0.002054259893
471	0.002048081541
472	0.002041611978
473	0.002033098636
474	0.002031755718
475	0.002024730217
476	0.002024497126
477	0.002018443167
478	0.002009285935
479	0.002004905526
480	0.00199933034
481	0.001992598929
482	0.001986921786
483	0.001986153247
484	0.001983188392
485	0.001979093836
486	0.001975817117
487	0.001971985045
488	0.001962281402
489	0.001958795391
490	0.001954440031
491	0.001948571678
492	0.001944799487
493	0.001944800829
494	0.001935943638
495	0.001931971867
496	0.001923809749
497	0.001921331874
498	0.001916111059
499	0.001905857513
500	0.001901694941
501	0.001892603265
502	0.00189023667
503	0.001884169731
504	0.0018776467
505	0.001877032735
506	0.00187530963
507	0.001870232704
508	0.001864128371
509	0.001864124016
510	0.00186267403
511	0.001859733353
512	0.001853820261
513	0.001853819902
514	0.001847083071
515	0.001846309051
516	0.001843327538
517	0.001834522053
518	0.001826161677
519	0.001825585239
520	0.00182558652
521	0.001824707991
522	0.00181760462
523	0.001817606085
524	0.001810750659
525	0.001803840536
526	0.001800430675
527	0.001795327143
528	0.001792719916
529	0.00178782
530	0.001784820897
531	0.001780249985
532	0.001774525204
533	0.001770862049
534	0.001770303232
535	0.001769906151
536	0.001764436518
537	0.001763059823
538	0.00176304714
539	0.001762882157
540	0.001756890015
541	0.001751183593
542	0.001751184228
543	0.001744415156
544	0.001743062977
545	0.001743056851
546	0.001737985815
547	0.001737010647
548	0.001731738545
549	0.00173053086
550	0.001727479836
551	0.001722432865
552	0.001722430488
553	0.001717972721
554	0.00171092462
555	0.001710765066
556	0.001703814466
557	0.001699052754
558	0.00169430688
559	0.001684650046
560	0.001681649519
561	0.001680887731
562	0.001680692115
563	0.001676811882
564	0.001669711768
565	0.001660496314
566	0.001655096234
567	0.001650738343
568	0.001644363515
569	0.001639898576
570	0.001636247827
571	0.001632408993
572	0.001630344263
573	0.001630019818
574	0.001627323881
575	0.001626844472
576	0.001624267959
577	0.001618461844
578	0.001616832121
579	0.001615382892
580	0.001609154729
581	0.001606859408
582	0.001606091842
583	0.001603751903
584	0.001601331215
585	0.001601030282
586	0.001600710704
